Category,Access_No,Title,Authors,Asset_Code,Department,Subject,Edition,Date_Year,Call_No,Publisher,Place,ISBN,Price,Bill_Date,Vendor,Pages
Books,255,Microeconomics,"Pindyck, Robert.",RVUN21LB0255,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,256,Microeconomics,"Pindyck, Robert.",RVUN21LB0256,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,257,Microeconomics,"Pindyck, Robert.",RVUN21LB0257,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,258,Microeconomics,"Pindyck, Robert.",RVUN21LB0258,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,259,Microeconomics,"Pindyck, Robert.",RVUN21LB0259,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,260,Microeconomics,"Pindyck, Robert.",RVUN21LB0260,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,261,Microeconomics,"Pindyck, Robert.",RVUN21LB0261,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,262,Microeconomics,"Pindyck, Robert.",RVUN21LB0262,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,263,Microeconomics,"Pindyck, Robert.",RVUN21LB0263,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,264,Microeconomics,"Pindyck, Robert.",RVUN21LB0264,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,265,Microeconomics,"Pindyck, Robert.",RVUN21LB0265,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,266,Microeconomics,"Pindyck, Robert.",RVUN21LB0266,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,267,Microeconomics,"Pindyck, Robert.",RVUN21LB0267,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,268,Microeconomics,"Pindyck, Robert.",RVUN21LB0268,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,269,Microeconomics,"Pindyck, Robert.",RVUN21LB0269,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,270,Microeconomics,"Pindyck, Robert.",RVUN21LB0270,School of Economics,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,271,Microeconomics,"Pindyck, Robert.",RVUN21LB0271,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,272,Microeconomics,"Pindyck, Robert.",RVUN21LB0272,School of Economics,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,273,Microeconomics,"Pindyck, Robert.",RVUN21LB0273,School of Economics,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,274,Microeconomics,"Pindyck, Robert.",RVUN21LB0274,School of Economics,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,275,Microeconomics,"Pindyck, Robert.",RVUN21LB0275,School of Economics,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,276,Microeconomics,"Pindyck, Robert.",RVUN21LB0276,School of Business,Economics,8th Ed,2017,338.5 PIN,Pearson education,Noida,978-9332585096,829,10/28/2021 0:00,Book Paradise,739
Books,277,What is graphic design,"Newark, Quentin.",RVUN21LB0277,School of Design and Innovations,Graphic design,,,741.6 NEW,Roto Vision SA,,978-2880465391,1581.71,01/17/2022 0:00,Page - 3,
Books,278,The big book of color in design,"Carter, David E.",RVUN21LB0278,School of Design and Innovations,Graphic design,,2004,741.6 CAR,Everbest Printing Co.,,978-0060748005,896.25,01/17/2022 0:00,Page - 3,384
Books,279,"The complete guide to sculpture, modeling and ceramics : techniques and materials","Midgley, Barry.",RVUN21LB0279,School of Design and Innovations,Plastic art and sculpture,,,731.4 MID,"Grange Books,1997",,978-1850761259,2962.5,02/10/2022 0:00,Page - 3,
Books,280,Paint still life,"Hosegood, Betsy.",RVUN21LB0280,School of Design and Innovations,Painting,,2001,751.45 HOS,Rotovision,,978-2880464776,1978.13,01/17/2022 0:00,Page - 3,756
Books,281,Start sculpting,"Plowman, John.",RVUN21LB0281,School of Design and Innovations,Plastic arts and sculture,,2004,731.42 PLO,Chartwell Books,,978-1861609366,1978.13,02/10/2022 0:00,Page - 3,
Books,282,Graphic design inspiration and innovations,"Martin, Diana.",RVUN21LB0282,School of Design and Innovations,Graphic design,,1998,741.60973 MAR,North Light Books,,978-0891348986,1738.67,02/10/2022 0:00,Page - 3,144
Books,283,Brush & colors,"Taggart, Paul A.",RVUN21LB0283,School of Design and Innovations,Painting,,2004,751.4 TAG,Sterling Pub,,978-1402702273,1977.33,02/10/2022 0:00,Page - 3,112
Books,284,Line to stroke,"Taggart, Paul A.",RVUN21LB0284,School of Design and Innovations,Painting,,2003,751.4 TAG,Sterling Pub,,978-1402702228,1977.33,02/10/2022 0:00,Page - 3,
Books,285,Light & shade,"Taggart, Paul A.",RVUN21LB0285,School of Design and Innovations,Painting,,2004,782.42166092 TAG,Sterling Pub,,978-1402702396,1977.33,02/10/2022 0:00,Page - 3,112
Books,286,Sketch & color,"Taggart, Paul A.",RVUN21LB0286,School of Design and Innovations,Painting,,,741.2  TAG,Sterling Pub,,978-1402702402,1977.33,02/10/2022 0:00,Page - 3,
Books,287,Line and wash,"Taggart, Paul A.",RVUN21LB0287,School of Design and Innovations,Painting,,2003,751.4 TAG,Sterling Pub,,978-1402702235,1977.33,02/10/2022 0:00,Page - 3,112
Books,288,Texture & effects,"Taggart, Paul A.",RVUN21LB0288,School of Design and Innovations,Painting,,2002,751.4 TAG,Sterling Publishing Co,,978-1402702389,1977.33,01/17/2022 0:00,Page - 3,111
Books,289,Drawing & painting the figure,"Smith, Stan.",RVUN21LB0289,School of Design and Innovations,Drawing,,2003,743.4 SMI,Quill Publishing,,978-1861605948,971.25,01/17/2022 0:00,Page - 3,160
Books,290,Oxford illustrated encyclopedia of the arts,"Norwich, John Julius.",RVUN21LB0290,School of Design and Innovations,Encyclopedia,,,032 NOR,Oxford University Press,,978-0198691372,2605.98,02/10/2022 0:00,Page - 3,502
Books,291,Practical art school,"Simpson, Ian.",RVUN21LB0291,School of Design and Innovations,Painting,,1995,751.4 SIM,Tiger books,,978-1855017610,2029.13,02/10/2022 0:00,Page - 3,512
Books,292,The life and works of davinci,"Doc ser, Linda",RVUN21LB0292,School of Design and Innovations,Painting,,202,759.5 DOC,Parragon,,978-1858136165,1346.25,01/17/2022 0:00,Page - 3,79
Books,293,Introduction to painting landscape,"Gould, Ted.",RVUN21LB0293,School of Design and Innovations,Painting,,1996,758.1 GOU,Eagle Editions,,978-1850766452,596.25,01/17/2022 0:00,Page - 3,128
Books,294,Disney the ultimate visual guide,"Schroender, Russell.",RVUN21LB0294,School of Design and Innovations,Painting,,2002,758.1 SCH,Dorling Kindersley Book,,978-0751339130,1739.25,02/10/2022 0:00,Page - 3,122
Books,295,Anatomy for the artist,"Carter, Daniel.",RVUN21LB0295,School of Design and Innovations,Drawing,,2002,743.49 CAR,Paragon,,978-0752586663,937.5,01/17/2022 0:00,Page - 3,160
Books,296,Figures & portrait,"Hosegood, Betsy.",RVUN21LB0296,School of Design and Innovations,Painting,,2000,751.4 HOS,"Rotovision,2000",,978-2880464219,2608.88,02/10/2022 0:00,Page - 3,159
Books,297,Paint landscapes,"Hosegood, Betsy.",RVUN21LB0297,School of Design and Innovations,Painting,,2000,758.1 HOS,"Rotovision,2000",,978-2880464196,2608.88,01/17/2022 0:00,Page - 3,175
Books,298,Rendering with pen and ink,"Gill, Robert W.",RVUN21LB0298,School of Design and Innovations,Architecture,,2011,720.22 BRO,Thames & Hudson,,978-0500680261,1027.83,01/17/2022 0:00,Page - 3,400
Books,299,The da vinci code,"Brown, Dan.",RVUN21LB0299,School of Design and Innovations,Fiction,,2016,813.54 BRO,RHUK,,978-0552161275,374.25,01/17/2022 0:00,Page - 3,650
Books,300,"Heads, features and faces","Bridgman, George B.",RVUN21LB0300,School of Design and Innovations,Drawing,,2021,743.42 BRI,Dover Publications Inc.,,978-0486227085,982.68,01/17/2022 0:00,Page - 3,63
Books,301,Visual Dictionary,,RVUN21LB0301,School of Design and Innovations,Dictionary,,2011,423.17,Dorling Kindersley,,9780756686833,2434.95,01/17/2022 0:00,Page - 3,672
Books,302,The design encyclopedia,"Byars, Mel.",RVUN21LB0302,School of Design and Innovations,Dictionary,,2004,745.203 BYA,Laurence King Pub. London,,978-0870700125,3768.38,01/17/2022 0:00,Page - 3,832
Books,303,Global graphics symbols,"Miller, Anistatia.",RVUN21LB0303,School of Design and Innovations,Drawing,,2000,741.6 MIL,Rockport Publishers,,978-1564965127,2319,02/10/2022 0:00,Page - 3,191
Books,304,Design for the 21st century,"Fiell, Charlotte,",RVUN21LB0304,School of Design and Innovations,Decorative arts,,2008,745.209051 FIE,Taschen,,978-3822827796,2319,02/10/2022 0:00,Page - 3,191
Books,305,Ideas that changed the world,"Fernandez-Armestro, Felipe.",RVUN21LB0305,School of Design and Innovations,History,,2004,909 FER,Dorling kindersley,,978-1405305938,1977.33,02/10/2022 0:00,Page - 3,400
Books,306,Pantone guide to communicating with colours,"Eiseman, Leatrice.",RVUN21LB0306,School of Design and Innovations,Art,,2000,701.85 EIS,How Design Books,,978-0966638325,2319,01/17/2022 0:00,Page - 3,143
Books,307,Heritage,"Prakash, K.",RVUN21LB0307,School of Design and Innovations,Decorative art,,1996,745.44954 PRA,Om Books,,978-8190059701,896.25,01/17/2022 0:00,Page - 3,159
Books,308,Six thinking hats,"De Bono, Edward.",RVUN21LB0308,School of Design and Innovations,Creative thinking,,2017,153.42 DEB,Penguin Book,,978-0241257531,374.25,01/17/2022 0:00,Page - 3,177
Books,309,Lateral thinking,"De Bono, Edward.",RVUN21LB0309,School of Design and Innovations,Problem solving,,2016,153.35 DEB,Penguin Book,,9780241257548,374.25,01/17/2022 0:00,Page - 3,260
Books,310,Trade fair design annual 2004/2005,"Morgan, Conway Lloyd",RVUN21LB0310,School of Design and Innovations,Public structures,,2004,725.91 MOR,AVA Publishing,,978-3899860320,2029.13,01/17/2022 0:00,Page - 3,250
Books,311,Ajanta,"Okhada, Amina.",RVUN21LB0311,School of Design and Innovations,Building for religions purposes,,1995,726.143095479 OKH,Brijbasi,,9788171070343,1125,01/17/2022 0:00,Page - 3,216
Books,312,Indian miniature of the mughal court,"Ocada, Amina.",RVUN21LB0312,School of Design and Innovations,Miniature painting,,1992,751.77095409031 OCA,"Harry N. Abrams.,1992",,9780810934610,5507.63,01/17/2022 0:00,Page - 3,239
Books,313,Raja ravi verma : the most celebrated painter of india - i,Raja Ravi Varma,RVUN21LB0313,School of Design and Innovations,,,2004,759.954 RAJ,Parsram Mangharam Bangalore,,978-8190157612,450,01/17/2022 0:00,Page - 3,
Books,314,"The art of creative drawing symbols, shapes and geometry","Grace, Creg C.",RVUN21LB0314,School of Design and Innovations,Drawing,,2004,741.866 GRA,Axiom,,978-1902328478,2895.85,01/17/2022 0:00,Page - 3,
Books,315,Beyond design,Keiser; Sandra J.,RVUN21LB0315,School of Design and Innovations,Textile products,,2017,746.92 KEI,FAIRCHILD,,978-1501315480,7406.1,01/17/2022 0:00,Page - 3,490
Books,316,Essential history of art,Haw & Antonia,RVUN21LB0316,School of Design and Innovations,,,2000,709 HAW,Parragon,,978-0752536965,1121.25,01/17/2022 0:00,Page - 3,256
Books,317,Color hramony 2,Bride M.Whelan,RVUN21LB0317,School of Design and Innovations,Painting,,2000,752 BRI,Rockport,,9781564960665,1448.8,01/17/2022 0:00,Page - 3,160
Books,318,Color harmony,"Chijiiwa, Hideaki.",RVUN21LB0318,School of Design and Innovations,Painting,,1990,752 CHI,Rockport,,978-0935603064,1448.8,01/17/2022 0:00,Page - 3,142
Books,319,Michael langfords 35mm handbook,"Chijiiwa, Hideaki.",RVUN21LB0319,School of Design and Innovations,Photography,,1983,771.32 CHI,"Knopf,1983",,978-0394713694,2029.13,02/10/2022 0:00,Page - 3,224
Books,320,The complete colour harmony,"Whelan, Bride M.",RVUN21LB0320,School of Design and Innovations,Color,,2004,752 WHE,Rockport,,978-1592530311,2026.23,02/10/2022 0:00,Page - 3,214
Books,321,The art of outdoor photography: techniques for the advanced amateur and professional,"Norton, Boyd.",RVUN21LB0321,School of Design and Innovations,Photography,,1997,778.71 NOR,Voyageur Press,,978-0896583467,2608.88,01/17/2022 0:00,Page - 3,152
Books,322,An illustrated a to z of digital photography: people and portraits by nigel atherton,"Atherton, Nigel.",RVUN21LB0322,School of Design and Innovations,Photography,,2006,775 ATH,AVA Publishing,,9782884790871,3161.04,02/10/2022 0:00,Page - 3,176
Books,323,The book of photography,"Hedgecoe, John.",RVUN21LB0323,School of Design and Innovations,Photography,,2005,770 HED,D.K.Publication,,978-1405304382,1582.5,02/10/2022 0:00,Page - 3,288
Books,324,Visual creativity,"Prichen, Mario.",RVUN21LB0324,School of Design and Innovations,Graphic design,,2004,741.6 PRI,Thames & Hudson,,978-0500511664,2769.38,01/17/2022 0:00,Page - 3,231
Books,325,International crafts,"Margetts, Martina.",RVUN21LB0325,School of Design and Innovations,Decorative arts,,1991,745.09045074 MAR,Thames & Hudson,,978-0500015223,2848.5,02/10/2022 0:00,Page - 3,256
Books,326,Seeing is believing,"Berger, Arthur Asa",RVUN21LB0326,School of Design and Innovations,Communication,,1989,001.553 BER,"Mayfield , 1989",,978-0874848731,3768.38,02/10/2022 0:00,Page - 3,189
Books,327,The design of every day things,"Norman, Donald A.",RVUN21LB0327,School of Design and Innovations,Decorative arts,,2021,745.2001 NOR,Basic books,,9780465050659,674.25,01/17/2022 0:00,Page - 3,"xviii, 347"
Books,328,The elements of user experience,"Garrett, Jesse James.",RVUN21LB0328,School of Design and Innovations,Computer programming,2nd Ed,2010,005.7 GAR,AJSK Publication,,978-0321683687,3164.21,02/10/2022 0:00,Page - 3,192
Books,329,Complete book of drawing male & female,"Kumar, Keshaw.",RVUN21LB0329,School of Design and Innovations,Drawing,,2006,743 KUM,Adarsha Books,,978-8187138952,150,01/17/2022 0:00,Page - 3,128
Books,330,Perspective,"Mulik, Atmaram D",RVUN21LB0330,School of Design and Innovations,Perspective,,2006,759.5 MUL,Jyotsna Prakashan,,978-8179251348,251.25,01/17/2022 0:00,Page - 3,80
Books,331,Pastels for beginners,Konemann,RVUN21LB0331,School of Design and Innovations,Drawing,,1999,741.235 KON,Konemann,,978-3829019347,1978.13,02/10/2022 0:00,Page - 3,176
Books,332,Art techniques from pencil to paint sketch and colour,"Taggart, Paul A.",RVUN21LB0332,School of Design and Innovations,Drawing,,2004,741.2 TAG,Sterling Publications,,978-1402702402,2029.13,01/17/2022 0:00,Page - 3,112
Books,333,Designing with photographs,"Bonnici, Peter.",RVUN21LB0333,School of Design and Innovations,Graphic design,,1998,741.6 BON,Rotovision,,978-2880463533,2550.9,02/10/2022 0:00,Page - 3,160
Books,334,Photography,"Freeman, John.",RVUN21LB0334,School of Design and Innovations,Photography,,2010,770.5 FRE,Collins & Bram,,978-1843405535,1736.35,01/17/2022 0:00,Page - 3,304
Books,335,An introduction to film studies,"Nelmes, Jill.",RVUN21LB0335,School of Design and Innovations,Motion pictures,,2012,791.43 NEL,"Routledge, London",,978-0415582599,3085.08,02/10/2022 0:00,Page - 3,"xxv, 536"
Books,336,Color harmony,"Sutton, Whelan.",RVUN21LB0336,School of Design and Innovations,Color,,2004,752.4 SUT,Rockport Publishers,,978-1592530311,1681.28,02/10/2022 0:00,Page - 3,215
Books,337,Color management,"Drew, John T.",RVUN21LB0337,School of Design and Innovations,Color,,2005,778.6 DRE,Rotovision,,978-2880468194,2373.75,01/17/2022 0:00,Page - 3,224
Books,338,Treasures of the arts & crafts movements 1890-1920,"Volpe, Tom M.",RVUN21LB0338,School of Design and Innovations,Residential buildings,,2003,728.3709041 VOL,Thames & Hudson,,978-0500284087,2769.38,02/10/2022 0:00,Page - 3,206
Books,339,Arts & crafts of china,"Minick, Scott.",RVUN21LB0339,School of Design and Innovations,Residential houses,,1997,728.3709041 MIN,Thames & Hudson,,978-0500278963,1578.54,02/10/2022 0:00,Page - 3,128
Books,340,The business of commercial photography,"Wexler, Ira.",RVUN21LB0340,School of Design and Innovations,Photography,,1997,778.9  WEX,A M Photo Books,,978-0817436124,2372.96,02/10/2022 0:00,Page - 3,192
Books,341,Digital photography,"Buckingharm, Alan.",RVUN21LB0341,School of Design and Innovations,Photography,,2005,778.3 BUC,Dorling Kindersley,,978-1405307116,1581.71,02/10/2022 0:00,Page - 3,72
Books,342,Color index,"Krause, Jim",RVUN21LB0342,School of Design and Innovations,Interior decoration,,2002,747.94  KRA,How Design Books,,978-1581802368,1504.45,02/10/2022 0:00,Page - 3,357
Books,343,Raja ravi verma : the painter prince 1848-1906,Raja Ravi Varma,RVUN21LB0343,School of Design and Innovations,Painting,,2003,759.954 RAJ,Nesma Books,,978-8190157605,4125,01/17/2022 0:00,Page - 3,283
Books,344,All about techniques in illustration,,RVUN21LB0344,School of Design and Innovations,Graphic design,,2001,741.6,Barrons,,978-0764153617,2769.38,02/10/2022 0:00,Page - 3,143
Books,345,The craft & art of clay,"Peterson, Susan.",RVUN21LB0345,School of Design and Innovations,Crat abd art,,200,738 PET,Abrams,,978-0879517380,4348.13,01/17/2022 0:00,Page - 3,416
Books,346,Creativity,"Timpe, Dale  A.",RVUN21LB0346,School of Design and Innovations,Architectural structure,,2005,721.042 TIM,A Jaico Book,,978-8172248635,393.75,01/17/2022 0:00,Page - 3,"xvi, 383"
Books,347,500 more digital photography,"Andrews, Philip.",RVUN21LB0347,School of Design and Innovations,Photography,,2006,775 AND,RotoVision,,978-2880468316,1186.08,02/10/2022 0:00,Page - 3,128
Books,348,Creativity - 35,"Ecarter, David.",RVUN21LB0348,School of Design and Innovations,Architectural structure,,2006,741.605 ECA,Collins Design,,978-0061137433,2319,01/17/2022 0:00,Page - 3,400
Books,349,Collage with color,"Davies, Jane",RVUN21LB0349,School of Design and Innovations,Art,,2005,702.812 DAV,Watson Guptil,,978-0823007974,1446.48,01/17/2022 0:00,Page - 3,128
Books,350,Color mixing bible,"Sidaway, Ian",RVUN21LB0350,School of Design and Innovations,Color,,2002,752 SID,Watson Guptil,,978-0823007233,1738.67,01/17/2022 0:00,Page - 3,144
Books,351,Handmade paper collage,"Ackerman, Dawn M.",RVUN21LB0351,School of Design and Innovations,Fine and decorative art,,2004,702 ACK,Sterling,,978-0806968773,1594.31,02/10/2022 0:00,Page - 3,128
Books,352,Digital photo processing,"Tarntino, Chris.",RVUN21LB0352,School of Design and Innovations,Photography,,2003,771 TAR,Muska & Lipman Pub.,,978-1592001064,1978.13,02/10/2022 0:00,Page - 3,144
Books,353,The complete guide to calligraphy,"Ralph, Pro.",RVUN21LB0353,School of Design and Innovations,Decorative art,,2006,745.6 RAL,Firefly Books,,978-1554071791,2497.5,02/10/2022 0:00,Page - 3,224
Books,354,Digital glimpses of india,"Subhash, Sharma.",RVUN21LB0354,School of Design and Innovations,Fine and decorative art,,2003,708.954 SUB,Penguin,,978-8187853473,487.5,01/17/2022 0:00,Page - 3,231
Books,355,Releasing the creative spirit,"Wakefield, Dan.",RVUN21LB0355,School of Design and Innovations,Creativity,,2001,153.3 WAK,Skylight Paths Publishing,,978-1683362562,1701.19,01/17/2022 0:00,Page - 3,172
Books,356,Digital photography,"Ang, Tom.",RVUN21LB0356,School of Design and Innovations,Photography,4th Ed,2013,775 ANG,Penguin,,"978-1409382928 , 9781465408563",524.25,01/17/2022 0:00,Page - 3,224
Books,357,Introduction to drawing,"Jackson, John,",RVUN21LB0357,School of Design and Innovations,Drawing,,2003,741.2 JAC,Quantom Books,,978-1861607478,2334.19,01/17/2022 0:00,Page - 3,
Books,358,Field guide to digital photography,"Rick, Sammons.",RVUN21LB0358,School of Design and Innovations,Photography,,,771 RIC,W.W. Norton and,,"978-0393325515 , 9780393331240",1200,01/17/2022 0:00,Page - 3,"xv, 517"
Books,359,How to read a film,"Monaco, James.",RVUN21LB0359,School of Design and Innovations,Motion picture,,2009,791.43015 MON,Oxford university press,,978-0195321050,2214.71,02/10/2022 0:00,Page - 3,729
Books,360,Color harmony : layout,"Marks, Terry",RVUN21LB0360,School of Design and Innovations,Color,,2006,752,Rockport,,978-9812454331,1538.75,01/17/2022 0:00,Page - 3,256
Books,361,Dictionary of graphic design and designers,"Livingston, Alan",RVUN21LB0361,School of Design and Innovations,Dictionary,,2006,745.403 LIV,thames and Hudson.,,978-0500204139,787.29,01/17/2022 0:00,Page - 3,256
Books,362,Practical photography,"Freeman, John.",RVUN21LB0362,School of Design and Innovations,Photography,,2003,770 LAN,Hermes House,,9781843090373,1156.6,01/17/2022 0:00,Page - 3,256
Books,363,Basic photography,"Langford, Michael.",RVUN21LB0363,School of Design and Innovations,568,10th Ed,2015,770 LON,"Routledge, London",,978-0415718912,3559.83,02/10/2022 0:00,Page - 3,Photography
Books,364,Advanced photography,"Langford, Michael.",RVUN21LB0364,School of Design and Innovations,Photography,8th Ed,2013,770  LON,"Routledge, London",,978-0240521916,3401.58,02/10/2022 0:00,Page - 3,479
Books,365,The work of charles & ray eames,"Albrech, Donald.",RVUN21LB0365,School of Design and Innovations,Decorative art,,1997,745.4 ALB,Harry N. Abrams Inc.,,978-0810992320,3478.5,02/10/2022 0:00,Page - 3,205
Books,366,Macmillan visual dictionary,Corbeil,RVUN21LB0366,School of Design and Innovations,Dictionary,,1995,413 COR,Macmillan,,978-0028608105,3188.63,02/10/2022 0:00,Page - 3,"xxx, 862"
Books,367,"How to read film : movies,media ,multimedia","Monaco, James,",RVUN21LB0367,School of Design and Innovations,Motion picture,,2009,791.43 MON,Oxford Uni press.,,978-0195321050,2372.96,01/17/2022 0:00,Page - 3,729
Books,368,Our social world : introduction to sociology,"Ballantine, Jeanne H.",RVUN21LB0368,School of Design and Innovations,Social science,,2010,301 BAL,"SAGE, 3rd ed.",,978-1412980043,993.75,01/17/2022 0:00,Page - 3,704
Books,369,Critical thinking in psychology,"Sternberg, Robert J.",RVUN21LB0369,School of Design and Innovations,Psychology,,2020,150.1 STE,Cambridge Uni Press,,978-1108739528,2926.83,01/17/2022 0:00,Page - 3,"xii, 390"
Books,370,Dada and surrealism no. 105,"Sternberg, Robert J.",RVUN21LB0370,School of Design and Innovations,The art,,2004,700.41163 STE,Oxford Uni press.,,978-0192802545,524.25,02/10/2022 0:00,Page - 3,183
Books,371,Renaissance art a very short introduction,"Geraldine, Johnson.",RVUN21LB0371,School of Design and Innovations,Fine and decorative art,,2005,709.024 ARN,Oxford Uni press.,,978-0192803542,524.25,01/17/2022 0:00,Page - 3,176
Books,372,Art history : a very short introduction,"Arnold, Dana.",RVUN21LB0372,School of Design and Innovations,Fine and decorative art,,2020,709 ARN,Oxford Uni press.,,978-0198831808,524.25,01/17/2022 0:00,Page - 3,"xxvi, 137 pages"
Books,373,Contemporary art : a very short introduction,"Arnold, Dana.",RVUN21LB0373,School of Design and Innovations,Fine and decorative art,,2020,709.05 ARN,Oxford Uni press.,,978-0198826620,524.25,01/17/2022 0:00,Page - 3,"xxiii, 170"
Books,374,Mastering digital photography and imaging,"Burian, Peter K.",RVUN21LB0374,School of Design and Innovations,Photography,,2006,771 BUR,Sybex,,978-0782142907,1738.67,02/10/2022 0:00,Page - 3,272
Books,375,Pottery,"Burian, Peter K.",RVUN21LB0375,School of Design and Innovations,Ceramic art,,2002,738.14 BUR,Crowood,,978-1861265203,2608.88,02/10/2022 0:00,Page - 3,240
Books,376,Anatomy of design,"Heller, Steven",RVUN21LB0376,School of Design and Innovations,Graphic design,,2009,741.60904 HEL,Rockport,,978-1592535545,2769.38,02/10/2022 0:00,Page - 3,208
Books,377,Logo of the world 2007 ( a-j) (k-z),"Heller, Steven",RVUN21LB0377,School of Design and Innovations,Graphic design,,2007,741.6 HEL,Designer Book,,978-4862670137,4125,01/17/2022 0:00,Page - 3,
Books,378,Art nouveau,"Sembach, Klaus-JÅrgen",RVUN21LB0378,School of Design and Innovations,Fine and decorative art,,2016,709.0349 SEM,Taschen,,978-3836520966,2373.75,01/17/2022 0:00,Page - 3,240
Books,379,Restaurant & food graphics,"Hays, Judi Radice.",RVUN21LB0379,School of Design and Innovations,Graphic design,,1996,741.6 HAY,PBC International,,978-0866363761,2026.23,02/10/2022 0:00,Page - 3,
Books,380,Colors 1000 signs,"Mustienes, Carlos",RVUN21LB0380,School of Design and Innovations,Graphic design,,2009,741.6,Taschen,,978-3836510011,1978.13,02/10/2022 0:00,Page - 3,313
Books,381,Illustration,"Zappaterra, Yolanda.",RVUN21LB0381,School of Design and Innovations,Graphic design,,1998,741.60285 ZAP,Rotovision,,978-2880463304,1449.38,02/10/2022 0:00,Page - 3,157
Books,382,Indian style,"Taschon, Angelika.",RVUN21LB0382,School of Design and Innovations,Residential buidlings,,2001,728.0954  TAS,Taschen,,978-3822855621,446.25,01/17/2022 0:00,Page - 3,191
Books,383,Perspective,"Gill, Robert W.",RVUN21LB0383,School of Design and Innovations,Perspective,,2006,742 GIL,Thames & Hudson,,978-0500286074,1024.67,01/17/2022 0:00,Page - 3,272
Books,384,Bauhaus,"Droste, Magdalena.",RVUN21LB0384,School of Design and Innovations,Architecture,,2020,724.6 DRO,Taschen,,978-3836565547,1266,01/17/2022 0:00,Page - 3,549
Books,385,Picasso : master of the new,Bernadac,RVUN21LB0385,School of Design and Innovations,Artists,,1993,709.2 BER,Thames & Hudson,,978-0500300329,1024.67,01/17/2022 0:00,Page - 3,191
Books,386,Design elements,"Samara, Tomothy,",RVUN21LB0386,School of Design and Innovations,Decorative art,,2007,745.4 DOT,Rockpot Publishers,,978-9812453860,1739.25,02/10/2022 0:00,Page - 3,272
Books,387,"Red dot design year book 2018/19- living , working, doing , enjoying - 4 volume set","Dot, Red.",RVUN21LB0387,School of Design and Innovations,,,,745.2 DOT,Red Dot,,97893899392029,3724.88,01/17/2022 0:00,Page - 3,
Books,388,Complete book of sketching,Hamilton,RVUN21LB0388,School of Design and Innovations,Drawing techniques,,2003,741.2 HAR,Bounty Books,,978-0753707784,971.25,01/17/2022 0:00,Page - 3,224
Books,389,Photography : a cultural history,Marien,RVUN21LB0389,School of Design and Innovations,Photography,,2020,770.9 MAR,Laurence King Publishing,,978-1780673325,3165,01/17/2022 0:00,Page - 3,"xv, 552 pages"
Books,390,Creative crafts : you can do in a day,"Janes, Dorothy.",RVUN21LB0390,School of Design and Innovations,Handicrafts,,2004,745.5 JAN,North Light Books,,978-1581806649,2294.63,02/10/2022 0:00,Page - 3,496
